,make,model,priceUSD,year,condition,mileage(kilometers),fuel_type,volume(cm3),color,transmission,drive_unit,segment
14127,bmw,5-seriya,4300,1999,with mileage,283000.0,petrol,2494.0,blue,auto,rear drive,E
14128,volvo,460,750,1993,with mileage,300000.0,petrol,2000.0,gray,mechanics,front-wheel drive,C
14129,ford,econovan,500,1989,with mileage,333333.0,diesel,2000.0,blue,mechanics,rear drive,
14130,renault,scenic,3800,2004,with mileage,300000.0,diesel,1500.0,other,mechanics,front-wheel drive,M
14131,volkswagen,caddy,7500,2011,with mileage,152000.0,petrol,1200.0,gray,mechanics,front-wheel drive,M
14132,peugeot,expert,2700,1999,with mileage,210000.0,diesel,2100.0,blue,mechanics,front-wheel drive,M
14133,hyundai,sonata,1800,1998,with mileage,244000.0,petrol,2500.0,gray,auto,front-wheel drive,D
14134,volvo,440,1700,1995,with mileage,210000.0,petrol,1800.0,blue,mechanics,front-wheel drive,C
14135,audi,a4,5600,2004,with mileage,428000.0,diesel,2500.0,other,auto,front-wheel drive,D
14136,volkswagen,jetta,880,1991,with mileage,456388.0,petrol,1800.0,silver,mechanics,front-wheel drive,C
14137,volkswagen,transporter,6300,1997,with mileage,500.0,diesel,1900.0,white,mechanics,front-wheel drive,M
14138,mercedes-benz,a-klass,12000,2013,with mileage,113000.0,petrol,1600.0,white,auto,front-wheel drive,A
14139,peugeot,308,7300,2012,with mileage,99980.0,petrol,1600.0,black,mechanics,front-wheel drive,C
14140,kia,sportage,13100,2012,with mileage,75280.0,petrol,2000.0,white,auto,front-wheel drive,J
14141,hyundai,trajet,4800,2003,with mileage,220000.0,diesel,2000.0,other,mechanics,front-wheel drive,
14142,nissan,qashqai,16700,2016,with mileage,175000.0,diesel,1500.0,brown,mechanics,front-wheel drive,J
14143,land-rover,range-rover,43900,2014,with mileage,158000.0,diesel,4400.0,blue,auto,all-wheel drive,J
14144,audi,90,550,1985,with mileage,300000.0,petrol,2300.0,green,mechanics,front-wheel drive,D
14145,mazda,mx-3,850,1997,with mileage,300000.0,petrol,1600.0,blue,mechanics,front-wheel drive,
14146,nissan,primera,800,1997,with mileage,374750.0,petrol,1600.0,black,mechanics,front-wheel drive,D
14147,volkswagen,passat,9300,2007,with mileage,250000.0,diesel,1900.0,black,mechanics,,D
14148,hyundai,solaris,7103,2011,with mileage,173000.0,petrol,1600.0,black,mechanics,front-wheel drive,B
14149,renault,megane,3700,2004,with mileage,228000.0,petrol,1400.0,blue,mechanics,front-wheel drive,C
14150,chevrolet,lacetti,3690,2007,with mileage,153000.0,petrol,1400.0,other,mechanics,front-wheel drive,C
14151,audi,a6,14000,2011,with mileage,155000.0,petrol,2800.0,black,auto,front-wheel drive,E
14152,volkswagen,touran,9000,2010,with mileage,365000.0,petrol,1400.0,black,mechanics,front-wheel drive,M
14153,volkswagen,sharan,8800,2007,with mileage,232000.0,diesel,2000.0,silver,mechanics,front-wheel drive,
14154,bmw,5-seriya,9600,2005,with mileage,352000.0,diesel,3000.0,black,auto,rear drive,E
14155,hyundai,getz,2333,2004,with mileage,111111.0,diesel,1500.0,silver,mechanics,front-wheel drive,B
14156,land-rover,range-rover-sport,13600,2009,with mileage,295000.0,diesel,3600.0,black,auto,all-wheel drive,J
14157,audi,80,2200,1990,with mileage,330000.0,petrol,1800.0,gray,mechanics,front-wheel drive,D
14158,volkswagen,transporter,20500,2016,with mileage,183000.0,diesel,2000.0,white,mechanics,front-wheel drive,M
14159,bmw,x6m,65900,2015,with mileage,67000.0,petrol,4400.0,blue,auto,all-wheel drive,J
14160,peugeot,partner,3500,2003,with mileage,480000.0,petrol,1600.0,blue,mechanics,front-wheel drive,M
14161,chrysler,voyager,5100,2002,with mileage,222206.0,diesel,2500.0,silver,mechanics,front-wheel drive,M
14162,volkswagen,golf,7500,2011,with mileage,120000.0,petrol,1400.0,blue,auto,front-wheel drive,C
14163,honda,accord,6200,2004,with mileage,172000.0,petrol,2400.0,gray,auto,front-wheel drive,D
14164,fiat,punto,1200,1998,with mileage,250000.0,petrol,1200.0,green,mechanics,front-wheel drive,B
14165,bmw,3-seriya,1000,1986,with mileage,333654.0,diesel,2400.0,white,mechanics,rear drive,D
14166,audi,a6,3300,1995,with mileage,400000.0,petrol,1800.0,blue,mechanics,front-wheel drive,E
14167,renault,grand-espace,2999,2000,with mileage,287000.0,diesel,2200.0,silver,mechanics,front-wheel drive,
14168,eksklyuziv,vezdehod,6000,2016,with mileage,3000.0,diesel,1900.0,white,mechanics,part-time four-wheel drive,
14169,opel,astra,6900,2009,with mileage,160000.0,petrol,1800.0,blue,auto,front-wheel drive,C
14170,mercedes-benz,gl-klass,35000,2012,with mileage,221000.0,diesel,3000.0,black,auto,part-time four-wheel drive,J
14171,lada-vaz,2121-niva,1426,1987,with mileage,80000.0,petrol,1600.0,white,mechanics,part-time four-wheel drive,J
14172,renault,logan,3599,2011,with mileage,363000.0,petrol,1400.0,black,mechanics,front-wheel drive,B
14173,mercedes-benz,e-klass,13000,2006,with mileage,311550.0,petrol,3000.0,other,auto,rear drive,E
14174,volkswagen,tiguan,22950,2016,with mileage,145000.0,diesel,2000.0,black,mechanics,front-wheel drive,J
14175,uaz,469,2852,2000,with mileage,49999.0,petrol,2400.0,other,mechanics,part-time four-wheel drive,J
14176,bmw,5-seriya,19500,2013,with mileage,74382.0,petrol,2000.0,white,auto,rear drive,E
14177,ford,s-max,11000,2011,with mileage,155000.0,petrol,2300.0,silver,auto,,D
14178,skoda,octavia,9507,2013,with mileage,160000.0,petrol,1400.0,brown,mechanics,,C
14179,rover,400,2500,1998,with mileage,235376.0,petrol,1600.0,green,mechanics,front-wheel drive,B
14180,mitsubishi,outlander,9600,2008,with mileage,115000.0,petrol,2400.0,silver,mechanics,part-time four-wheel drive,J
14181,daewoo,nexia,2700,2011,with mileage,180000.0,petrol,1600.0,silver,mechanics,front-wheel drive,B
14182,volkswagen,passat,9800,2011,with mileage,206000.0,petrol,1800.0,gray,mechanics,front-wheel drive,D
14183,mazda,5,9999,2011,with mileage,200000.0,diesel,1600.0,gray,mechanics,front-wheel drive,M
14184,renault,scenic,4900,2004,with mileage,375000.0,diesel,1900.0,gray,mechanics,front-wheel drive,M
14185,volkswagen,jetta,1000,1987,with mileage,350000.0,petrol,1300.0,blue,mechanics,front-wheel drive,C
14186,renault,dokker,8100,2015,with mileage,98000.0,diesel,1500.0,white,mechanics,front-wheel drive,
14187,rover,800,1450,1997,with mileage,278001.0,petrol,2000.0,blue,mechanics,front-wheel drive,E
14188,mercedes-benz,viano,21676,2012,with mileage,312000.0,diesel,3000.0,gray,auto,rear drive,M
14189,audi,q5,24950,2016,with mileage,126500.0,diesel,2000.0,gray,auto,all-wheel drive,J
14190,chevrolet,cruze,10000,2014,with mileage,98000.0,petrol,1400.0,black,auto,front-wheel drive,C
14191,volkswagen,jetta,3599,1999,with mileage,235000.0,petrol,2000.0,black,mechanics,front-wheel drive,C
14192,nissan,x-trail,8450,2006,with mileage,264000.0,diesel,2200.0,black,mechanics,all-wheel drive,J
14193,subaru,legacy,6800,2007,with mileage,260000.0,petrol,3000.0,black,auto,all-wheel drive,D
14194,peugeot,406,3600,2000,with mileage,323000.0,petrol,2000.0,other,mechanics,front-wheel drive,D
14195,audi,a6,9550,2006,with mileage,290000.0,diesel,3000.0,gray,auto,all-wheel drive,E
14196,bmw,5-seriya,2500,1995,with mileage,305000.0,petrol,2000.0,green,mechanics,rear drive,E
14197,fiat,linea,4699,2008,with mileage,131500.0,petrol,1400.0,burgundy,mechanics,front-wheel drive,
14198,renault,megane,4100,2005,with mileage,380000.0,diesel,1461.0,red,mechanics,front-wheel drive,C
14199,peugeot,307,3050,2002,with mileage,215000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C
14200,lifan,x50,8500,2018,with mileage,9000.0,petrol,1500.0,brown,mechanics,front-wheel drive,J
14201,bmw,7-seriya,4300,1998,with mileage,390000.0,diesel,2500.0,gray,auto,rear drive,F
14202,opel,vectra,900,1995,with mileage,310000.0,petrol,1800.0,red,mechanics,front-wheel drive,D
14203,nissan,note,6500,2009,with mileage,162000.0,diesel,1500.0,red,mechanics,front-wheel drive,M
14204,opel,insignia,10950,2011,with mileage,134000.0,diesel,2000.0,black,auto,front-wheel drive,D
14205,honda,cr-v,20700,2015,with mileage,119000.0,diesel,1600.0,brown,mechanics,front-wheel drive,J
14206,lada-vaz,2121-niva,4450,2014,with mileage,131000.0,petrol,1700.0,blue,mechanics,part-time four-wheel drive,J
14207,volkswagen,passat,1000,1990,with mileage,300000.0,petrol,1800.0,other,mechanics,front-wheel drive,D
14208,audi,a6,10500,2010,with mileage,196000.0,petrol,2800.0,black,auto,front-wheel drive,E
14209,volkswagen,golf,500,1988,with mileage,370000.0,petrol,1300.0,blue,mechanics,front-wheel drive,C
14210,mitsubishi,galant,5100,2004,with mileage,1111111.0,petrol,2400.0,other,auto,front-wheel drive,D
14211,renault,duster,9100,2014,with mileage,100000.0,petrol,1600.0,black,mechanics,part-time four-wheel drive,J
14212,opel,antara,10300,2010,with mileage,130000.0,petrol,2400.0,silver,auto,part-time four-wheel drive,J
14213,opel,insignia,8750,2010,with mileage,155000.0,petrol,1800.0,black,mechanics,front-wheel drive,D
14214,hyundai,santa-fe,6400,2008,with mileage,169000.0,petrol,2700.0,silver,auto,all-wheel drive,J
14215,opel,omega,2000,1996,with mileage,300000.0,petrol,2000.0,black,mechanics,rear drive,E
14216,kia,optima,21000,2016,with mileage,82000.0,petrol,2400.0,white,auto,front-wheel drive,D
14217,opel,zafira,4400,2001,with mileage,400000.0,diesel,2000.0,black,mechanics,front-wheel drive,M
14218,great-wall,hover,6000,2007,with mileage,102000.0,petrol,2400.0,other,mechanics,part-time four-wheel drive,J
14219,nissan,primera,350,1993,with mileage,450000.0,petrol,1600.0,green,mechanics,front-wheel drive,D
14220,mazda,cx-5,16500,2014,with mileage,113000.0,petrol,2000.0,white,auto,part-time four-wheel drive,J
14221,hyundai,xg,2500,2001,with mileage,195000.0,petrol,3000.0,white,auto,front-wheel drive,
14222,lada-vaz,2109,1000,2001,with mileage,1.0,petrol,1500.0,green,mechanics,front-wheel drive,B
14223,volkswagen,golf,1650,1996,with mileage,230000.0,diesel,1900.0,silver,mechanics,front-wheel drive,C
14224,volkswagen,passat,3850,1999,with mileage,330000.0,petrol,18000.0,blue,mechanics,front-wheel drive,D
14225,nissan,patrol,6700,2000,with mileage,270000.0,diesel,3000.0,brown,mechanics,,J
14226,opel,sintra,2000,1999,with mileage,354508.0,diesel,2200.0,silver,mechanics,front-wheel drive,D
14227,citroen,c5,14550,2016,with mileage,151000.0,diesel,2000.0,black,mechanics,front-wheel drive,D
14228,renault,clio,5500,2010,with mileage,121000.0,petrol,1200.0,silver,auto,front-wheel drive,B
14229,toyota,auris,6700,2008,with mileage,134000.0,petrol,1600.0,blue,mechanics,,C
14230,mitsubishi,outlander,10990,2010,with mileage,165000.0,petrol,2000.0,silver,auto,front-wheel drive,J
14231,toyota,camry-solara,6700,2007,with mileage,257494.4,petrol,2400.0,blue,auto,front-wheel drive,
14232,mitsubishi,carisma,2500,1995,with mileage,270000.0,petrol,1800.0,silver,mechanics,front-wheel drive,M
14233,land-rover,discovery,8350,2008,with mileage,190000.0,diesel,2700.0,black,auto,all-wheel drive,J
14234,mazda,premacy,3200,1999,with mileage,350000.0,diesel,2000.0,black,mechanics,front-wheel drive,M
14235,audi,100,1100,1989,with mileage,350000.0,petrol,2300.0,burgundy,mechanics,front-wheel drive,E
14236,volvo,xc90,30000,2015,with mileage,192000.0,diesel,2000.0,white,auto,,J
14237,lexus,gx,17600,2003,with mileage,159517.7808,petrol,4700.0,gray,auto,all-wheel drive,J
14238,peugeot,406,3000,2000,with mileage,350000.0,petrol,2000.0,blue,mechanics,front-wheel drive,D
14239,mercedes-benz,vito,7606,2001,with mileage,300000.0,diesel,2200.0,black,auto,front-wheel drive,M
14240,ford,galaxy,3100,2000,with mileage,411.0,petrol,2300.0,green,mechanics,front-wheel drive,M
14241,nissan,terrano,1500,1992,with mileage,180000.0,diesel,2700.0,white,mechanics,part-time four-wheel drive,J
14242,jeep,grand-cherokee,13500,2008,with mileage,170000.0,diesel,3000.0,black,auto,all-wheel drive,J
14243,renault,duster,12500,2017,with mileage,78000.0,petrol,2000.0,black,auto,part-time four-wheel drive,J
14244,volkswagen,passat,600,1989,with mileage,350000.0,petrol,1800.0,black,mechanics,front-wheel drive,D
14245,renault,megane,7000,2011,with mileage,147000.0,petrol,1600.0,other,auto,front-wheel drive,C
14246,peugeot,406,3500,1999,with mileage,387000.0,diesel,2000.0,gray,mechanics,front-wheel drive,D
14247,peugeot,806,1711,1994,with mileage,9999.0,petrol,2000.0,burgundy,mechanics,front-wheel drive,M
14248,lada-vaz,vesta,14000,2019,with mileage,9200.0,petrol,1800.0,gray,auto,front-wheel drive,B
14249,honda,accord,8950,2007,with mileage,118286.49,petrol,2400.0,white,auto,front-wheel drive,D
14250,toyota,rav4,6100,2002,with mileage,444000.0,diesel,2000.0,other,mechanics,all-wheel drive,J
14251,volkswagen,passat,790,1991,with mileage,345675.0,petrol,1800.0,blue,mechanics,front-wheel drive,D
14252,bmw,5-seriya,1000,1991,with mileage,350000.0,diesel,2400.0,gray,auto,rear drive,E
14253,subaru,legacy,10750,2008,with mileage,17000.0,diesel,2000.0,silver,mechanics,all-wheel drive,D
14254,opel,omega,2790,2001,with mileage,350000.0,diesel,2200.0,silver,mechanics,rear drive,E
14255,nissan,x-trail,12500,2011,with mileage,142500.0,petrol,2500.0,black,auto,part-time four-wheel drive,J
14256,peugeot,605,2480,1998,with mileage,3250.0,diesel,2100.0,burgundy,mechanics,front-wheel drive,E
14257,subaru,legacy,4750,2004,with mileage,278594.0,petrol,3000.0,black,auto,all-wheel drive,D
14258,gaz,3110,761,2000,with mileage,183000.0,petrol,2400.0,white,mechanics,rear drive,E
14259,lada-vaz,21099,400,1993,with mileage,75000.0,petrol,1300.0,gray,mechanics,front-wheel drive,B
14260,seat,alhambra,4150,2001,with mileage,450000.0,diesel,1900.0,silver,auto,front-wheel drive,M
14261,audi,80,1600,1988,with mileage,300000.0,diesel,1600.0,black,mechanics,front-wheel drive,D
14262,mitsubishi,pajero-sport,6999,2004,with mileage,280000.0,petrol,3000.0,silver,auto,part-time four-wheel drive,J
14263,hyundai,i30,5900,2007,with mileage,120000.0,petrol,1400.0,red,mechanics,front-wheel drive,C
14264,volkswagen,touareg,10933,2008,with mileage,120000.0,petrol,3600.0,black,auto,all-wheel drive,J
14265,bmw,5-seriya,2600,1990,with mileage,335000.0,petrol,1800.0,blue,mechanics,rear drive,E
14266,audi,a6,10000,2007,with mileage,278000.0,diesel,2000.0,black,mechanics,front-wheel drive,E
14267,ford,escape,14450,2014,with mileage,112954.0,petrol,1600.0,blue,auto,all-wheel drive,J
14268,ford,s-max,7300,2006,with mileage,180000.0,diesel,2000.0,silver,mechanics,front-wheel drive,D
14269,peugeot,605,850,1995,with damage,218000.0,petrol,1995.0,green,auto,front-wheel drive,E
14270,nissan,primera,5500,2002,with mileage,128500.0,petrol,1800.0,silver,mechanics,front-wheel drive,D
14271,peugeot,306,800,1994,with mileage,375900.0,petrol,1400.0,green,mechanics,front-wheel drive,C
14272,mitsubishi,lancer,6900,2008,with mileage,140000.0,petrol,1500.0,silver,mechanics,front-wheel drive,C
14273,volkswagen,passat,2450,1994,with mileage,577000.0,diesel,1900.0,blue,mechanics,front-wheel drive,D
14274,bmw,5-seriya,5700,2000,with mileage,340000.0,diesel,2500.0,silver,auto,rear drive,E
14275,kia,sorento,8200,2006,with mileage,300.0,diesel,2500.0,black,auto,part-time four-wheel drive,J
14276,infiniti,fx,11000,2008,with mileage,225000.0,petrol,3500.0,black,auto,part-time four-wheel drive,
14277,mitsubishi,colt,1900,1998,with mileage,223566.0,petrol,1300.0,green,mechanics,front-wheel drive,B
14278,kia,sportage,19000,2014,with mileage,25255.0,diesel,2000.0,black,auto,part-time four-wheel drive,J
14279,citroen,c3,6100,2010,with mileage,71000.0,petrol,1600.0,red,auto,front-wheel drive,B
14280,volkswagen,caravelle,13900,2006,with mileage,320123.0,petrol,3200.0,silver,mechanics,part-time four-wheel drive,M
14281,hyundai,sonata,9000,2010,with mileage,200000.0,petrol,2400.0,burgundy,auto,front-wheel drive,D
14282,renault,kaptur,17113,2018,with mileage,4500.0,petrol,1600.0,gray,auto,front-wheel drive,J
14283,mazda,323f,1900,1999,with mileage,500000.0,diesel,2000.0,silver,mechanics,front-wheel drive,C
14284,bmw,7-seriya,8950,2005,with mileage,371000.0,diesel,3000.0,black,auto,rear drive,F
14285,peugeot,308,5000,2008,with mileage,140000.0,petrol,1600.0,gray,auto,front-wheel drive,C
14286,kia,shuma,750,1998,with mileage,501000.0,petrol,1500.0,gray,mechanics,front-wheel drive,
14287,ford,mondeo,900,1996,with mileage,300000.0,petrol,1800.0,green,mechanics,front-wheel drive,D
14288,volkswagen,passat,6900,2006,with mileage,245000.0,diesel,2000.0,black,mechanics,front-wheel drive,D
14289,audi,a6,5100,1996,with mileage,560000.0,diesel,2500.0,brown,mechanics,front-wheel drive,E
14290,audi,a6,10800,2007,with mileage,230000.0,diesel,3000.0,black,auto,all-wheel drive,E
14291,volkswagen,caddy,15900,2015,with mileage,177000.0,petrol,1400.0,white,mechanics,front-wheel drive,M
14292,volvo,v50,5800,2004,with mileage,248000.0,petrol,2400.0,gray,auto,front-wheel drive,C
14293,volvo,s80,15510,2012,with mileage,126000.0,petrol,2500.0,black,auto,front-wheel drive,E
14294,hyundai,solaris,10500,2016,with mileage,73000.0,petrol,1600.0,gray,auto,front-wheel drive,B
14295,bmw,x5,9750,2005,with mileage,299800.0,petrol,4400.0,black,auto,all-wheel drive,J
14296,bmw,x3,19200,2012,with mileage,112000.0,petrol,2000.0,black,auto,all-wheel drive,J
14297,hyundai,santa-fe,21000,2015,with mileage,80024.0,petrol,2400.0,black,auto,all-wheel drive,J
14298,mazda,323f,1800,1996,with mileage,282000.0,petrol,1500.0,green,mechanics,front-wheel drive,C
14299,chrysler,neon,1700,1995,with mileage,170000.0,petrol,2000.0,other,mechanics,front-wheel drive,D
14300,ford,mondeo,665,1996,for parts,444000.0,petrol,1800.0,burgundy,mechanics,front-wheel drive,D
14301,mercedes-benz,c-klass,5000,2002,with mileage,4.0,petrol,1800.0,blue,mechanics,rear drive,D
14302,nissan,almera,2600,2000,with mileage,360000.0,diesel,2200.0,silver,mechanics,front-wheel drive,C
14303,toyota,land-cruiser-prado,10800,1999,with mileage,330044.0,diesel,3000.0,silver,mechanics,all-wheel drive,J
14304,hyundai,lantra,1150,1997,with mileage,360000.0,petrol,1600.0,silver,mechanics,front-wheel drive,C
14305,toyota,corolla-verso,9500,2009,with mileage,160000.0,petrol,1800.0,gray,auto,,M
14306,citroen,xantia,1300,1998,with mileage,299000.0,petrol,2000.0,green,mechanics,front-wheel drive,D
14307,ford,mondeo,3900,2005,with mileage,209000.0,petrol,2000.0,blue,mechanics,front-wheel drive,D
14308,opel,astra,3500,1999,with mileage,350000.0,diesel,1700.0,green,mechanics,front-wheel drive,C
14309,renault,duster,10500,2016,with mileage,50000.0,petrol,1600.0,black,mechanics,front-wheel drive,J
14310,volkswagen,passat,10800,2011,with mileage,235000.0,petrol,1400.0,other,mechanics,front-wheel drive,D
14311,chrysler,voyager,2550,2000,with mileage,222222.0,diesel,2500.0,blue,mechanics,front-wheel drive,M
14312,volvo,xc70,12000,2007,with mileage,359000.0,diesel,2400.0,silver,auto,part-time four-wheel drive,J
14313,bmw,4-seriya,31500,2013,with mileage,143593.0,petrol,3000.0,black,auto,all-wheel drive,
14314,mitsubishi,pajero-sport,7800,2003,with mileage,265000.0,diesel,2500.0,silver,mechanics,part-time four-wheel drive,J
14315,toyota,camry-solara,4000,2000,with mileage,198000.0,petrol,2200.0,black,auto,front-wheel drive,
14316,fiat,brava,1500,1999,with mileage,284000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C
14317,renault,twingo,2250,2007,with mileage,150000.0,petrol,1200.0,green,mechanics,front-wheel drive,
14318,volkswagen,passat,5000,2004,with mileage,370000.0,petrol,1800.0,blue,mechanics,front-wheel drive,D
14319,peugeot,406,3000,2003,with mileage,326000.0,diesel,2200.0,black,mechanics,front-wheel drive,D
14320,volkswagen,sharan,5550,2001,with mileage,330000.0,diesel,1900.0,blue,mechanics,front-wheel drive,
14321,audi,a4,7250,2007,with mileage,190000.0,petrol,2000.0,blue,auto,front-wheel drive,D
14322,jeep,grand-cherokee,10490,2005,with mileage,205000.0,diesel,3000.0,silver,auto,all-wheel drive,J
14323,kia,sorento,5900,2003,with mileage,295000.0,diesel,2500.0,silver,mechanics,part-time four-wheel drive,J
14324,opel,zafira,4700,1999,with mileage,250000.0,diesel,2000.0,silver,mechanics,front-wheel drive,M
14325,opel,zafira,14250,2015,with mileage,174000.0,diesel,2000.0,gray,mechanics,front-wheel drive,M
14326,opel,ascona,450,1986,with mileage,127000.0,petrol,1600.0,brown,mechanics,front-wheel drive,D
14327,nissan,maxima,5250,2004,with mileage,332470.0,petrol,3500.0,silver,auto,front-wheel drive,
14328,volkswagen,golf,7000,2010,with mileage,145000.0,petrol,1200.0,blue,mechanics,front-wheel drive,C
14329,ford,c-max,4200,2004,with mileage,346000.0,petrol,1600.0,burgundy,mechanics,front-wheel drive,M
14330,citroen,c4-grand-picasso,7100,2009,with mileage,230000.0,petrol,1600.0,gray,auto,front-wheel drive,C
14331,ford,fusion-usa,13150,2014,with mileage,60000.0,petrol,1500.0,silver,auto,front-wheel drive,M
14332,opel,frontera,5300,2000,with mileage,330000.0,diesel,2200.0,silver,mechanics,part-time four-wheel drive,D
14333,peugeot,407,2500,2004,with mileage,350000.0,petrol,2000.0,brown,auto,front-wheel drive,D
14334,chery,qq,2100,2008,with mileage,149300.0,petrol,1100.0,green,mechanics,front-wheel drive,
14335,toyota,avensis-verso,7500,2003,with mileage,233000.0,petrol,2000.0,silver,mechanics,front-wheel drive,D
14336,bmw,3-seriya,5000,2002,with mileage,200600.0,diesel,2000.0,silver,mechanics,rear drive,D
14337,volkswagen,passat,7100,2007,with mileage,345000.0,diesel,1900.0,silver,mechanics,front-wheel drive,D
14338,peugeot,307,4500,2003,with mileage,280000.0,diesel,2000.0,silver,mechanics,front-wheel drive,C
14339,volkswagen,golf,2200,2004,with mileage,180.0,petrol,1800.0,white,mechanics,front-wheel drive,C
14340,volkswagen,transporter,10000,2006,with mileage,156000.0,diesel,2500.0,blue,mechanics,all-wheel drive,M
14341,peugeot,407,6900,2005,with mileage,190000.0,diesel,2700.0,black,auto,front-wheel drive,D
14342,toyota,avensis,7900,2007,with mileage,197000.0,petrol,2000.0,green,mechanics,front-wheel drive,D
14343,honda,element,7700,2004,with mileage,262322.42,petrol,2400.0,black,auto,part-time four-wheel drive,
14344,mazda,mx-6,3000,1992,with mileage,260000.0,petrol,2500.0,red,mechanics,front-wheel drive,
14345,chrysler,grand-voyager,2750,1999,with mileage,300000.0,diesel,2500.0,blue,mechanics,front-wheel drive,M
14346,volkswagen,passat,2850,1995,with mileage,468000.0,diesel,1900.0,black,mechanics,front-wheel drive,D
14347,mazda,6,7900,2007,with mileage,240000.0,petrol,2000.0,burgundy,auto,front-wheel drive,D
14348,volvo,s80,4200,2002,with mileage,289681.2,petrol,2800.0,other,auto,front-wheel drive,E
14349,opel,astra,8300,2011,with mileage,230.0,petrol,1400.0,silver,mechanics,front-wheel drive,C
14350,audi,a6,6500,2004,with mileage,295000.0,diesel,2500.0,silver,auto,front-wheel drive,E
14351,toyota,camry,21000,2018,with mileage,50000.0,petrol,2000.0,black,auto,front-wheel drive,D
14352,audi,a6,5000,2000,with mileage,358000.0,petrol,2400.0,green,auto,front-wheel drive,E
14353,bmw,5-seriya,21633,2015,with mileage,124100.0,diesel,2000.0,white,auto,all-wheel drive,E
14354,opel,astra,8900,2011,with mileage,126000.0,petrol,1600.0,black,auto,front-wheel drive,C
14355,volkswagen,phaeton,6300,2002,with mileage,240.0,petrol,3200.0,black,auto,front-wheel drive,F
14356,volkswagen,transporter,9350,2004,with mileage,313000.0,diesel,2500.0,blue,mechanics,front-wheel drive,M
14357,skoda,octavia,8000,2010,with mileage,140000.0,petrol,1800.0,other,mechanics,front-wheel drive,C
14358,mazda,cx-5,17700,2014,with mileage,60000.0,petrol,2000.0,red,auto,all-wheel drive,J
14359,audi,q7,14300,2008,with mileage,190000.0,diesel,4200.0,silver,auto,all-wheel drive,J
14360,peugeot,partner,3650,2007,with mileage,328000.0,diesel,1900.0,blue,mechanics,front-wheel drive,M
14361,chevrolet,cruze,9000,2014,with mileage,140000.0,petrol,1796.0,white,auto,front-wheel drive,C
14362,peugeot,207,5300,2010,with mileage,178000.0,petrol,1400.0,black,auto,front-wheel drive,B
14363,nissan,terrano,5999,1996,with mileage,385000.0,petrol,2400.0,red,mechanics,part-time four-wheel drive,J
14364,opel,signum,4700,2003,with mileage,400000.0,diesel,2200.0,gray,mechanics,front-wheel drive,D
14365,audi,a6-allroad,9500,2007,with mileage,320000.0,petrol,3200.0,black,auto,all-wheel drive,E
14366,toyota,camry,12500,2012,with mileage,78000.0,petrol,3500.0,black,auto,front-wheel drive,D
14367,ford,mondeo,450,1997,for parts,330000.0,diesel,1800.0,green,mechanics,front-wheel drive,D
14368,bmw,5-seriya,1500,1993,with mileage,300000.0,petrol,2000.0,gray,mechanics,rear drive,E
14369,bmw,3-seriya,2400,1995,with mileage,500000.0,petrol,1600.0,blue,auto,rear drive,D
14370,oldsmobile,88,2150,1994,with mileage,260000.0,petrol,3800.0,black,auto,front-wheel drive,
14371,audi,q7,29000,2011,with mileage,142.0,diesel,3000.0,black,auto,all-wheel drive,J
14372,peugeot,301,7900,2013,with mileage,94000.0,diesel,1600.0,brown,mechanics,front-wheel drive,B
14373,audi,a6,3700,2001,with mileage,340000.0,diesel,2500.0,silver,auto,all-wheel drive,E
14374,peugeot,206,3300,2007,with mileage,100000.0,petrol,1400.0,silver,mechanics,front-wheel drive,B
14375,hyundai,sonata,600,1994,with mileage,15000.0,petrol,2000.0,blue,mechanics,front-wheel drive,D
14376,mazda,premacy,1500,1999,with mileage,360000.0,diesel,2000.0,green,mechanics,front-wheel drive,M
14377,audi,80,1100,1978,with mileage,255000.0,petrol,1600.0,red,mechanics,front-wheel drive,D
14378,fiat,marea,1600,2000,with mileage,265000.0,diesel,1900.0,blue,mechanics,front-wheel drive,C
14379,ssangyong,actyon-sports,9999,2008,with mileage,195000.0,diesel,2000.0,silver,auto,part-time four-wheel drive,J
14380,nissan,serena,1700,1993,with mileage,300000.0,diesel,2000.0,black,mechanics,rear drive,
14381,skoda,rapid,7950,2014,with mileage,150000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C
14382,hyundai,h-1-starex,11000,2009,with mileage,308000.0,diesel,2400.0,silver,mechanics,rear drive,M
14383,honda,civic,6500,2009,with mileage,192000.0,petrol,1300.0,gray,auto,front-wheel drive,C
14384,ford,mondeo,600,1997,with damage,299271.0,diesel,1800.0,silver,mechanics,front-wheel drive,D
14385,toyota,camry,7700,2007,with mileage,305774.6,petrol,2400.0,black,auto,front-wheel drive,D
14386,bmw,7-seriya,9900,2003,with mileage,371000.0,diesel,3000.0,black,auto,rear drive,F
14387,audi,a4,6000,2005,with mileage,349980.0,petrol,2000.0,gray,auto,all-wheel drive,D
14388,opel,astra,3500,1999,with mileage,257000.0,petrol,2000.0,black,mechanics,front-wheel drive,C
14389,volkswagen,passat,7100,2008,with mileage,214000.0,diesel,2000.0,silver,auto,front-wheel drive,D
14390,audi,a6,4800,2002,with mileage,265000.0,diesel,2500.0,black,auto,front-wheel drive,E
